Id,listing_id,listing_date,sale_date,is_renovated,amenity_score,OverallQual,OverallCond,GrLivArea,TotalBsmtSF,LotArea,property_age,years_since_remodel,total_baths,GarageCars,Fireplaces,dist_school_km,dist_hospital_km,dist_transit_km,renovation_cost_usd,local_interest_rate_pct,listing_month,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,CentralAir,sale_price,sale_price_market_adjusted,is_monitoring_stream
1303,L-001303,2006-11-01,2006-12-06,0,46.4,8,5,2526,1165,10120,12,12,3.5,3,1,0.65,6.23,1.23,0.0,6.52,11,NoRidge,1Fam,2Story,Gd,Gd,Y,290000,290000,0
29,L-000029,2006-11-07,2006-12-16,1,37.3,5,6,1600,1484,16321,49,9,2.0,1,2,2.72,1.31,1.53,51900.0,6.52,11,NAmes,1Fam,1Story,TA,TA,Y,207500,207500,0
971,L-000971,2006-11-09,2006-12-10,1,32.8,4,4,1192,720,10800,57,56,1.5,0,0,3.25,1.78,1.75,51500.0,6.52,11,NAmes,1Fam,1.5Fin,TA,TA,N,135000,135000,0
92,L-000092,2006-11-09,2006-12-27,0,29.5,5,3,1235,1235,8500,45,45,1.0,2,0,3.25,2.19,2.72,0.0,6.52,11,NAmes,1Fam,1Story,TA,TA,Y,98600,98600,0
1267,L-001267,2006-11-14,2007-01-04,1,67.1,7,4,1889,925,10120,97,57,1.5,1,1,0.54,3.62,0.32,74100.0,6.52,11,OldTown,2fmCon,2.5Unf,Fa,TA,N,122000,122000,0
1246,L-001246,2006-11-15,2007-01-10,1,22.9,6,7,1868,585,12090,23,4,3.5,2,1,4.3,5.02,2.63,40500.0,6.52,11,NWAmes,1Fam,SLvl,TA,TA,Y,178000,178000,0
1325,L-001325,2006-11-17,2007-02-03,1,35.5,8,5,1795,1795,9986,1,0,2.0,3,1,1.51,3.64,2.26,68300.0,6.52,11,Somerst,1Fam,1Story,Gd,Gd,Y,147000,147000,0
1374,L-001374,2006-11-18,2007-03-19,1,48.2,10,5,2633,2633,11400,6,5,3.5,3,2,0.69,7.14,0.67,197600.0,6.52,11,NoRidge,1Fam,1Story,Ex,Ex,Y,466500,466500,0
570,L-000570,2006-11-19,2006-12-21,0,33.6,5,5,943,943,7032,27,27,2.0,2,2,2.69,1.64,2.54,0.0,6.52,11,NAmes,Duplex,SFoyer,TA,TA,Y,135960,135960,0
694,L-000694,2006-11-22,2006-12-08,1,54.1,5,6,1073,1073,5400,85,38,1.0,1,0,0.59,3.58,0.53,37800.0,6.52,11,OldTown,1Fam,1Story,TA,TA,Y,108480,108480,0
1420,L-001420,2006-11-24,2006-12-27,0,35.9,6,5,1844,1844,16381,37,37,3.0,2,1,2.41,1.09,4.17,0.0,6.52,11,Crawfor,1Fam,1Story,Gd,Gd,Y,223000,223000,0
352,L-000352,2006-11-28,2006-12-27,0,24.7,7,5,1453,1453,5271,20,20,2.5,2,1,3.99,3.56,2.91,0.0,6.52,11,ClearCr,1Fam,1Story,TA,Gd,Y,190000,190000,0
281,L-000281,2006-11-29,2007-01-21,0,31.1,7,6,1982,807,11287,18,18,2.5,2,1,2.77,1.62,4.96,0.0,6.52,11,SawyerW,1Fam,2Story,Gd,Gd,Y,228500,228500,0
71,L-000071,2006-12-04,2007-02-06,0,34.1,7,6,2223,2223,13651,34,34,3.0,2,2,2.8,1.52,2.3,0.0,6.54,12,NAmes,1Fam,1Story,TA,TA,Y,244000,244000,0
1223,L-001223,2006-12-07,2007-01-25,1,38.2,6,6,1846,1040,10496,58,57,2.0,1,1,3.09,1.67,1.97,57200.0,6.54,12,NAmes,1Fam,1.5Fin,TA,TA,Y,143000,143000,0
1393,L-001393,2006-12-12,2006-12-27,0,31.2,5,5,900,864,7838,39,39,2.0,1,1,3.61,1.92,1.84,0.0,6.54,12,NAmes,1Fam,SFoyer,TA,TA,Y,123000,123000,0
151,L-000151,2006-12-13,2007-01-07,0,31.3,5,6,969,969,10356,32,32,1.5,2,0,3.23,1.87,2.31,0.0,6.54,12,CollgCr,1Fam,1Story,TA,TA,Y,122000,122000,0
1174,L-001174,2006-12-14,2007-03-01,1,23.5,5,6,3086,1598,18030,61,13,3.0,0,1,5.12,2.89,3.32,92300.0,6.54,12,ClearCr,1Fam,1.5Fin,TA,Ex,Y,200500,200500,0
478,L-000478,2006-12-15,2007-03-13,0,34.9,9,5,2643,2153,13693,1,1,2.5,3,1,1.54,3.35,2.76,0.0,6.54,12,NridgHt,1Fam,2Story,Ex,Ex,Y,380000,380000,0
50,L-000050,2006-12-17,2007-01-06,0,39.7,5,7,955,955,7742,41,41,2.0,1,0,0.99,3.29,3.39,0.0,6.54,12,Sawyer,1Fam,1Story,TA,TA,Y,127000,127000,0
877,L-000877,2006-12-18,2007-01-09,0,31.4,4,5,1040,1064,25286,44,44,2.0,2,0,2.78,7.4,0.73,0.0,6.54,12,Mitchel,1Fam,1Story,TA,TA,Y,132250,132250,0
1143,L-001143,2006-12-25,2007-04-07,1,31.3,8,5,2828,1466,9965,1,0,4.0,3,1,3.52,1.82,2.04,187300.0,6.54,12,CollgCr,1Fam,2Story,Gd,Gd,Y,424870,424870,0
1312,L-001312,2006-12-29,2007-01-20,1,32.6,7,5,1274,1274,8814,2,0,3.0,2,0,2.6,2.53,1.77,48800.0,6.54,12,CollgCr,1Fam,1Story,Gd,Gd,Y,203000,203000,0
916,L-000916,2006-12-30,2007-01-20,0,38.5,4,5,1092,546,2001,37,37,1.5,1,0,2.23,2.26,2.44,0.0,6.54,12,MeadowV,Twnhs,2Story,TA,TA,Y,75000,75000,0
1007,L-001007,2007-01-03,2007-03-20,0,39.8,6,3,1657,1657,12155,37,37,2.5,2,1,3.41,2.14,2.41,0.0,6.53,1,NAmes,1Fam,1Story,TA,TA,Y,163500,163500,0
598,L-000598,2007-01-04,2007-02-02,1,31.6,7,5,1402,1258,3922,1,0,2.0,3,1,2.34,7.56,0.97,54500.0,6.53,1,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,194201,194201,0
1002,L-001002,2007-01-06,2007-01-24,1,55.3,5,6,691,691,5400,87,57,1.0,1,0,0.54,4.15,0.43,19600.0,6.53,1,OldTown,1Fam,1Story,TA,Ex,Y,86000,86000,0
488,L-000488,2007-01-07,2007-02-02,0,23.4,5,6,1484,1484,12243,36,36,2.0,2,1,5.18,2.75,3.67,0.0,6.53,1,NWAmes,1Fam,1Story,TA,TA,Y,175000,175000,0
534,L-000534,2007-01-12,2007-01-20,1,38.7,1,3,334,0,5000,61,57,1.0,0,0,3.17,0.6,3.03,6400.0,6.53,1,BrkSide,1Fam,1Story,Fa,Fa,N,39300,39300,0
1320,L-001320,2007-01-19,2007-02-01,0,35.9,4,5,948,864,10215,53,53,1.0,1,0,1.67,3.95,1.47,0.0,6.53,1,Edwards,1Fam,1Story,TA,TA,Y,111000,111000,0
207,L-000207,2007-01-19,2007-03-20,0,45.0,5,5,1696,1140,13673,45,45,1.5,1,1,0.63,3.07,4.02,0.0,6.53,1,Sawyer,1Fam,1Story,TA,TA,Y,143900,143900,0
1390,L-001390,2007-01-21,2007-03-19,1,42.3,6,6,1218,735,6000,66,57,1.5,2,1,3.86,0.56,3.17,40100.0,6.53,1,BrkSide,1Fam,1.5Fin,TA,TA,Y,131000,131000,0
530,L-000530,2007-01-22,2007-03-08,1,35.1,6,3,2515,2035,32668,50,32,4.0,2,2,2.03,1.42,5.18,132000.0,6.53,1,Crawfor,1Fam,1Story,Gd,TA,Y,200624,200624,0
1396,L-001396,2007-01-25,2007-02-24,1,28.2,8,5,2482,1094,12665,2,1,2.5,3,1,3.28,2.22,3.78,78300.0,6.53,1,Timber,1Fam,2Story,Gd,Gd,Y,281213,281213,0
127,L-000127,2007-01-25,2007-02-18,0,34.8,6,5,958,1078,4928,31,31,2.0,2,1,1.92,2.23,2.74,0.0,6.53,1,NPkVill,TwnhsE,1Story,TA,TA,Y,128000,128000,0
814,L-000814,2007-01-25,2007-04-07,0,31.5,6,6,1442,1442,9750,49,49,1.5,1,0,2.9,1.79,3.07,0.0,6.53,1,NAmes,1Fam,1Story,TA,TA,Y,157900,157900,0
55,L-000055,2007-01-29,2007-02-27,0,26.9,5,5,1360,384,7134,52,52,1.0,2,1,4.59,2.26,2.46,0.0,6.53,1,NAmes,1Fam,SLvl,TA,TA,Y,130000,130000,0
1096,L-001096,2007-01-31,2007-03-06,0,28.3,6,5,1314,1314,9317,1,1,2.0,2,1,3.47,2.4,2.77,0.0,6.53,1,CollgCr,1Fam,1Story,Gd,Gd,Y,176432,176432,0
1097,L-001097,2007-02-06,2007-03-08,1,45.9,6,7,1355,684,6882,93,1,1.5,0,0,1.06,5.36,1.25,41400.0,6.6,2,IDOTRR,1Fam,2Story,TA,Gd,Y,127000,127000,0
1364,L-001364,2007-02-08,2007-03-07,1,28.7,6,5,1412,616,8499,1,0,2.5,2,1,3.95,1.83,3.0,48000.0,6.6,2,Gilbert,1Fam,2Story,TA,Gd,Y,156932,156932,0
1023,L-001023,2007-02-08,2007-03-09,1,63.8,5,5,1248,912,9439,77,57,1.0,1,0,0.35,3.75,0.61,40300.0,6.6,2,OldTown,1Fam,1.5Fin,TA,TA,Y,87000,87000,0
1233,L-001233,2007-02-09,2007-03-06,0,30.1,4,5,1224,0,9842,45,45,2.0,2,0,4.15,1.66,2.29,0.0,6.6,2,NAmes,Duplex,1Story,TA,TA,Y,101800,101800,0
1398,L-001398,2007-02-09,2007-05-06,1,47.8,5,8,1513,939,6120,87,3,1.5,1,0,2.63,0.48,2.45,39400.0,6.6,2,BrkSide,1Fam,2Story,TA,TA,Y,137500,137500,0
62,L-000062,2007-02-10,2007-03-08,1,46.5,5,7,1111,530,7200,87,11,1.0,1,0,0.98,4.62,1.53,26000.0,6.6,2,IDOTRR,1Fam,2.5Unf,TA,Fa,N,101000,101000,0
480,L-000480,2007-02-10,2007-03-07,1,58.6,4,7,1131,907,5925,70,7,1.0,2,0,0.53,4.19,0.65,26800.0,6.6,2,OldTown,1Fam,1Story,TA,TA,Y,89471,89471,0
797,L-000797,2007-02-11,2007-04-09,0,39.6,6,5,1285,660,8197,30,30,1.5,2,1,1.1,2.73,3.22,0.0,6.6,2,Sawyer,1Fam,1Story,TA,TA,Y,143500,143500,0
646,L-000646,2007-02-12,2007-03-07,0,33.9,6,5,981,981,10530,36,36,2.5,2,0,2.64,1.74,2.21,0.0,6.6,2,NAmes,1Fam,1Story,TA,TA,Y,143250,143250,0
688,L-000688,2007-02-13,2007-03-18,0,42.4,7,5,1102,551,5105,3,3,2.5,2,0,1.71,1.92,2.0,0.0,6.6,2,Somerst,TwnhsE,2Story,Gd,Gd,Y,148800,148800,0
1191,L-001191,2007-02-14,2007-03-16,1,29.8,4,4,1622,1249,32463,46,32,2.0,4,1,2.885,5.36,1.17,26300.0,6.6,2,Mitchel,2fmCon,1Story,TA,TA,Y,168000,168000,0
933,L-000933,2007-02-17,2007-03-23,0,34.0,9,5,1905,1905,11670,1,1,2.0,3,1,1.61,3.43,2.91,0.0,6.6,2,Somerst,1Fam,1Story,Ex,Ex,Y,320000,320000,0
419,L-000419,2007-02-20,2007-04-06,1,33.1,5,6,1134,756,8160,67,57,2.5,1,0,1.7,5.5,1.88,41700.0,6.6,2,Edwards,1Fam,1.5Fin,TA,TA,N,126000,126000,0
1026,L-001026,2007-02-20,2007-03-02,0,32.3,5,5,882,882,7700,35,35,2.0,2,0,2.67,2.26,2.09,0.0,6.6,2,CollgCr,1Fam,1Story,TA,TA,Y,112500,112500,0
485,L-000485,2007-02-20,2007-03-22,1,42.3,5,7,999,999,7758,45,6,2.0,1,0,0.91,2.06,4.97,33000.0,6.6,2,Sawyer,1Fam,1Story,TA,Gd,Y,132500,132500,0
209,L-000209,2007-02-22,2007-04-18,1,34.1,7,5,2062,1157,14364,19,18,3.5,2,1,2.03,1.74,4.51,64400.0,6.6,2,SawyerW,1Fam,2Story,Gd,TA,Y,277000,277000,0
958,L-000958,2007-02-23,2007-04-24,0,43.8,5,5,1057,1057,7420,45,45,1.0,2,0,0.86,2.1,3.74,0.0,6.6,2,Sawyer,1Fam,1Story,TA,TA,Y,132000,132000,0
439,L-000439,2007-02-26,2007-03-08,1,36.2,5,6,694,440,4280,94,5,1.0,1,1,1.66,1.65,5.54,20200.0,6.6,2,Crawfor,1Fam,1Story,TA,Gd,N,90350,90350,0
667,L-000667,2007-02-27,2007-08-15,1,32.2,6,5,2380,1021,18450,42,28,2.5,2,1,3.77,1.47,2.05,93300.0,6.6,2,NAmes,1Fam,2Story,TA,TA,Y,129000,129000,0
1430,L-001430,2007-02-28,2007-04-06,0,20.5,6,7,1440,1440,12546,26,26,2.0,2,1,5.28,5.14,3.33,0.0,6.6,2,NWAmes,1Fam,1Story,Gd,Gd,Y,182900,182900,0
302,L-000302,2007-02-28,2007-05-17,1,28.2,8,5,2452,1028,16226,9,8,2.5,2,1,3.04,2.75,3.12,114400.0,6.6,2,CollgCr,1Fam,2Story,Gd,Gd,Y,267000,267000,0
118,L-000118,2007-02-28,2007-04-06,1,30.9,5,5,1125,1125,8536,1,0,1.5,2,0,2.24,5.27,1.62,29400.0,6.6,2,Edwards,1Fam,1Story,TA,TA,Y,155000,155000,0
1176,L-001176,2007-03-01,2007-04-05,1,48.4,8,5,2872,1683,10678,15,7,2.5,2,1,0.64,7.0,0.79,93400.0,6.6,3,NoRidge,1Fam,1.5Fin,Gd,Gd,Y,285000,285000,0
467,L-000467,2007-03-02,2007-04-01,0,30.4,7,5,1277,1277,10628,37,37,2.0,2,1,3.35,1.69,3.2,0.0,6.6,3,NAmes,1Fam,1Story,TA,TA,Y,167000,167000,0
169,L-000169,2007-03-02,2007-05-05,0,28.1,7,5,1720,840,8244,3,3,2.5,2,1,4.12,1.87,3.12,0.0,6.6,3,Gilbert,1Fam,2Story,Gd,Gd,Y,183500,183500,0
1060,L-001060,2007-03-03,2007-03-25,1,37.1,6,7,1991,854,11275,75,57,1.5,2,1,1.75,1.34,5.47,72200.0,6.6,3,Crawfor,1Fam,1.5Fin,TA,TA,Y,220000,220000,0
1029,L-001029,2007-03-05,2007-04-15,1,39.3,5,5,1376,768,9492,66,57,2.0,1,1,2.35,1.95,2.21,18200.0,6.6,3,NAmes,1Fam,1.5Fin,TA,TA,Y,105000,105000,0
547,L-000547,2007-03-06,2007-05-25,1,35.3,6,7,1635,1065,8737,84,57,1.5,2,1,3.56,0.9,2.61,27000.0,6.6,3,BrkSide,1Fam,1.5Fin,TA,TA,Y,210000,210000,0
1318,L-001318,2007-03-07,2007-04-03,1,39.8,7,5,1352,1352,4230,1,0,2.0,2,1,1.79,2.41,2.3,44100.0,6.6,3,Somerst,TwnhsE,1Story,Gd,Gd,Y,208900,208900,0
176,L-000176,2007-03-09,2007-06-23,1,30.9,6,7,2158,1202,12615,57,6,3.0,2,1,2.29,9.09,1.05,51700.0,6.6,3,Edwards,1Fam,1Story,TA,Gd,Y,243000,243000,0
882,L-000882,2007-03-11,2007-04-04,1,27.4,7,5,1717,1156,13758,17,16,2.5,2,1,3.27,2.62,3.51,82600.0,6.6,3,Timber,1Fam,1.5Fin,Gd,Gd,Y,187500,187500,0
503,L-000503,2007-03-11,2007-04-04,0,37.2,5,7,1214,1214,9170,42,42,2.0,2,0,1.88,6.78,1.51,0.0,6.6,3,Edwards,1Fam,1Story,TA,TA,Y,140000,140000,0
642,L-000642,2007-03-12,2007-05-27,0,38.2,7,5,1929,1057,7050,6,6,3.5,2,1,1.78,3.51,2.06,0.0,6.6,3,Somerst,1Fam,2Story,Gd,Gd,Y,226000,226000,0
610,L-000610,2007-03-15,2007-04-12,0,50.5,4,5,1029,1029,7943,46,46,2.0,1,0,0.85,2.24,2.21,0.0,6.6,3,Sawyer,1Fam,1Story,TA,TA,Y,118500,118500,0
347,L-000347,2007-03-15,2007-04-09,1,30.6,6,8,958,958,12772,47,9,1.0,1,0,3.04,2.43,2.08,28900.0,6.6,3,NAmes,1Fam,1Story,TA,TA,Y,151500,151500,0
1070,L-001070,2007-03-16,2007-05-07,1,32.9,5,7,893,845,9600,58,4,1.5,2,0,2.69,2.2,1.88,34800.0,6.6,3,NAmes,1Fam,1.5Unf,TA,Gd,Y,135000,135000,0
383,L-000383,2007-03-17,2007-04-17,0,29.2,7,5,1797,939,9245,1,1,2.5,2,0,2.57,3.21,2.97,0.0,6.6,3,CollgCr,1Fam,2Story,Gd,Gd,Y,213500,213500,0
1080,L-001080,2007-03-17,2007-04-03,0,27.3,5,5,990,990,8775,13,13,1.0,1,0,3.22,3.0,3.01,0.0,6.6,3,CollgCr,1Fam,1Story,TA,TA,Y,126000,126000,0
1103,L-001103,2007-03-17,2007-04-04,1,29.2,5,7,1134,1010,7000,47,5,1.0,1,0,3.62,1.74,3.54,31900.0,6.6,3,NAmes,1Fam,1Story,TA,TA,Y,135000,135000,0
1163,L-001163,2007-03-18,2007-05-22,0,42.8,5,5,894,894,8724,39,39,1.0,2,1,0.87,2.47,3.48,0.0,6.6,3,Sawyer,1Fam,1Story,TA,TA,Y,129000,129000,0
644,L-000644,2007-03-19,2007-04-13,0,25.8,5,5,1620,780,10793,38,38,2.5,2,0,3.8,3.16,2.86,0.0,6.6,3,NWAmes,1Fam,2Story,TA,TA,Y,152000,152000,0
522,L-000522,2007-03-19,2007-05-13,0,37.3,6,6,1244,1244,11988,50,50,1.5,1,2,3.89,1.79,1.39,0.0,6.6,3,NAmes,1Fam,1Story,TA,TA,Y,150000,150000,0
306,L-000306,2007-03-19,2007-07-11,1,30.4,8,5,2000,2000,10386,3,2,3.0,3,0,2.77,2.71,2.31,68100.0,6.6,3,CollgCr,1Fam,1Story,Gd,Gd,Y,305900,305900,0
868,L-000868,2007-03-20,2007-05-09,0,49.4,4,5,1120,1040,6970,46,46,2.5,2,0,0.91,2.22,2.4,0.0,6.6,3,Sawyer,1Fam,1Story,TA,Fa,Y,129000,129000,0
164,L-000164,2007-03-20,2007-04-02,0,53.7,4,6,882,882,5500,51,51,1.0,0,0,0.55,4.55,0.53,0.0,6.6,3,OldTown,1Fam,1.5Unf,TA,TA,Y,103200,103200,0
1053,L-001053,2007-03-20,2007-06-05,1,38.7,6,6,1977,816,9500,43,29,2.0,2,1,2.83,1.95,1.69,66400.0,6.6,3,NAmes,1Fam,2Story,TA,TA,Y,165000,165000,0
1075,L-001075,2007-03-21,2007-05-04,0,28.5,7,5,1240,1240,8556,1,1,2.0,3,0,3.05,2.14,4.56,0.0,6.6,3,CollgCr,1Fam,1Story,Gd,Gd,Y,194000,194000,0
1449,L-001449,2007-03-21,2007-05-04,1,32.8,4,7,1346,560,11767,97,7,1.5,1,0,1.69,6.73,1.72,39300.0,6.6,3,Edwards,1Fam,2Story,TA,TA,N,112000,112000,0
279,L-000279,2007-03-22,2007-05-18,1,28.0,9,5,2121,2121,14450,1,0,2.5,3,1,2.54,3.81,3.33,83900.0,6.6,3,NridgHt,1Fam,1Story,Ex,Ex,Y,415298,415298,0
171,L-000171,2007-03-26,2007-05-24,1,67.6,5,6,1382,720,12358,66,57,1.5,2,0,0.48,5.05,0.26,24200.0,6.6,3,OldTown,1Fam,1.5Fin,TA,TA,Y,128500,128500,0
1348,L-001348,2007-03-29,2007-05-07,1,28.3,8,5,1776,1732,15306,1,0,3.0,3,1,2.69,2.95,3.85,67100.0,6.6,3,Timber,1Fam,1Story,Gd,Gd,Y,283463,283463,0
548,L-000548,2007-03-29,2007-04-23,0,31.9,5,7,768,768,7244,37,37,2.0,2,0,2.81,7.71,0.62,0.0,6.6,3,Mitchel,1Fam,SFoyer,TA,TA,Y,129500,129500,0
105,L-000105,2007-03-29,2007-06-27,1,45.0,7,4,1818,1040,7758,76,57,1.5,1,2,1.14,6.01,1.13,68500.0,6.6,3,IDOTRR,1Fam,1.5Fin,TA,TA,Y,169500,169500,0
1446,L-001446,2007-03-30,2007-05-04,0,43.5,6,5,913,814,8400,41,41,2.0,1,0,0.76,2.81,3.79,0.0,6.6,3,Sawyer,1Fam,SFoyer,TA,TA,Y,129000,129000,0
270,L-000270,2007-04-01,2007-05-04,0,36.2,6,7,1113,1143,7917,31,31,2.5,1,1,1.47,5.13,1.47,0.0,6.57,4,Edwards,1Fam,1Story,TA,TA,Y,148000,148000,0
792,L-000792,2007-04-01,2007-05-11,0,32.0,6,5,1062,1029,11333,31,31,2.0,2,2,3.26,3.99,0.78,0.0,6.57,4,Mitchel,1Fam,SLvl,TA,TA,Y,146800,146800,0
1140,L-001140,2007-04-03,2007-05-03,1,36.3,5,5,1167,915,8731,87,57,1.0,2,1,3.39,0.71,3.58,29300.0,6.57,4,BrkSide,1Fam,1Story,TA,TA,Y,144000,144000,0
927,L-000927,2007-04-04,2007-05-24,1,33.9,8,5,2374,1181,11999,4,3,2.5,3,1,1.65,3.88,2.42,95000.0,6.57,4,NridgHt,1Fam,2Story,Gd,Ex,Y,285000,285000,0
405,L-000405,2007-04-05,2007-05-07,1,31.6,6,5,1572,806,10364,12,11,2.5,2,1,3.36,1.56,2.71,56000.0,6.57,4,Gilbert,1Fam,2Story,TA,TA,Y,168000,168000,0
183,L-000183,2007-04-06,2007-06-16,1,37.2,5,6,1340,0,9060,50,1,1.0,1,1,1.76,6.31,1.88,28000.0,6.57,4,Edwards,1Fam,1Story,TA,TA,Y,120000,120000,0
1105,L-001105,2007-04-06,2007-04-24,0,39.4,5,5,1302,630,2016,37,37,2.5,2,0,2.4,4.79,0.74,0.0,6.57,4,BrDale,TwnhsE,2Story,TA,TA,Y,106000,106000,0
944,L-000944,2007-04-06,2007-06-02,0,31.9,5,4,1632,1632,25000,40,40,2.0,2,0,2.83,6.78,0.67,0.0,6.57,4,Mitchel,Duplex,1Story,TA,TA,Y,143000,143000,0
250,L-000250,2007-04-08,2007-06-07,1,24.2,6,7,2144,1444,159000,49,1,2.5,2,2,4.54,2.82,3.59,92600.0,6.57,4,ClearCr,1Fam,1.5Fin,Gd,Gd,Y,277000,277000,0
1133,L-001133,2007-04-08,2007-05-23,1,51.7,6,4,2210,1008,9900,127,57,2.0,1,0,0.9,7.06,0.46,89200.0,6.57,4,OldTown,1Fam,2Story,TA,Fa,Y,117500,117500,0
1107,L-001107,2007-04-09,2007-05-05,1,35.4,7,5,1442,910,10357,17,16,3.0,2,1,2.62,2.19,3.75,74400.0,6.57,4,SawyerW,1Fam,1Story,Gd,Gd,Y,179900,179900,0
1121,L-001121,2007-04-09,2007-05-11,1,46.8,6,5,1012,1012,8263,87,57,1.0,1,1,1.12,5.23,0.93,42300.0,6.57,4,IDOTRR,1Fam,1Story,TA,TA,Y,118400,118400,0
95,L-000095,2007-04-10,2007-05-15,0,28.0,6,5,1786,824,9337,10,10,3.5,2,0,3.12,2.52,3.63,0.0,6.57,4,CollgCr,1Fam,2Story,TA,Gd,Y,204750,204750,0
1136,L-001136,2007-04-11,2007-05-08,1,47.4,6,5,986,960,6180,81,57,1.0,1,1,2.38,0.57,2.63,22900.0,6.57,4,BrkSide,1Fam,1Story,TA,TA,N,102000,102000,0
501,L-000501,2007-04-12,2007-05-04,0,43.3,6,5,1218,672,1890,34,34,1.5,1,0,1.87,3.93,0.7,0.0,6.57,4,BrDale,Twnhs,2Story,TA,TA,Y,113000,113000,0
444,L-000444,2007-04-13,2007-06-03,1,34.4,7,5,1258,1258,3922,1,0,2.0,3,1,2.02,5.2,0.99,44600.0,6.57,4,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,172500,172500,0
192,L-000192,2007-04-14,2007-06-25,1,33.6,7,9,1479,725,7472,35,3,2.5,2,0,2.89,1.54,2.37,74000.0,6.57,4,NAmes,1Fam,2Story,TA,Gd,Y,184000,184000,0
519,L-000519,2007-04-14,2007-05-10,0,33.9,6,5,1796,794,9531,9,9,3.5,2,0,2.11,2.08,2.94,0.0,6.57,4,CollgCr,1Fam,2Story,TA,TA,Y,211000,211000,0
2,L-000002,2007-04-14,2007-05-04,0,42.2,6,8,1262,1262,9600,31,31,2.5,2,1,5.03,0.4,3.49,0.0,6.57,4,Veenker,1Fam,1Story,TA,TA,Y,181500,181500,0
1216,L-001216,2007-04-15,2007-05-21,0,44.6,5,5,894,894,7094,41,41,1.0,1,0,0.81,2.14,3.51,0.0,6.57,4,Sawyer,1Fam,1Story,TA,TA,Y,125000,125000,0
1019,L-001019,2007-04-15,2007-05-11,1,29.6,7,5,1472,384,10784,16,15,2.5,2,1,3.97,1.6,3.0,67500.0,6.57,4,Gilbert,1Fam,SLvl,Gd,Gd,Y,160000,160000,0
542,L-000542,2007-04-17,2007-06-23,0,48.7,8,5,2285,969,11000,7,7,2.5,3,1,0.63,7.73,0.73,0.0,6.57,4,NoRidge,1Fam,2Story,Gd,Gd,Y,248000,248000,0
1226,L-001226,2007-04-18,2007-06-03,0,37.0,6,8,1138,588,10482,49,49,1.5,1,0,2.1,1.83,1.74,0.0,6.57,4,NAmes,1Fam,SLvl,TA,TA,Y,145000,145000,0
24,L-000024,2007-04-18,2007-06-12,0,42.6,5,7,1060,1040,4224,31,31,2.0,2,1,1.44,2.3,2.97,0.0,6.57,4,MeadowV,TwnhsE,1Story,TA,TA,Y,129900,129900,0
1425,L-001425,2007-04-19,2007-06-16,1,29.4,5,5,1344,1024,9503,49,24,2.0,1,1,4.23,1.56,2.93,34100.0,6.57,4,NAmes,1Fam,1Story,TA,TA,Y,144000,144000,0
1185,L-001185,2007-04-21,2007-05-12,0,32.4,5,4,1572,1572,35133,44,44,2.5,3,2,2.36,1.93,3.69,0.0,6.57,4,Timber,1Fam,1Story,TA,TA,Y,186700,186700,0
98,L-000098,2007-04-21,2007-05-20,0,37.6,4,5,960,960,10921,42,42,2.0,1,0,1.43,5.42,1.14,0.0,6.57,4,Edwards,1Fam,1Story,TA,TA,Y,94750,94750,0
889,L-000889,2007-04-21,2007-10-02,0,29.5,8,6,2217,2217,15865,37,37,3.0,2,1,4.0,2.01,2.07,0.0,6.57,4,NAmes,1Fam,1Story,Gd,Gd,Y,268000,268000,0
468,L-000468,2007-04-21,2007-06-08,1,39.4,5,7,1644,728,9480,65,12,1.5,1,2,2.93,1.57,1.85,64200.0,6.57,4,NAmes,1Fam,2Story,TA,Gd,Y,146500,146500,0
469,L-000469,2007-04-22,2007-05-13,0,33.3,8,5,1634,1626,11428,1,1,2.0,3,1,1.78,3.22,2.86,0.0,6.57,4,NridgHt,1Fam,1Story,Gd,Gd,Y,250000,250000,0
881,L-000881,2007-04-23,2007-06-10,1,33.7,5,5,1090,1090,7024,2,1,2.5,2,0,1.6,5.72,1.84,16200.0,6.57,4,Edwards,1Fam,1Story,TA,TA,Y,157000,157000,0
307,L-000307,2007-04-23,2007-06-20,1,38.9,7,5,2243,700,13474,17,16,3.5,3,1,1.85,2.23,3.97,59600.0,6.57,4,SawyerW,1Fam,2Story,Gd,Gd,Y,225000,225000,0
741,L-000741,2007-04-23,2007-05-22,1,58.9,5,7,1432,264,9600,97,5,2.0,2,0,0.59,4.78,0.4,40000.0,6.57,4,OldTown,1Fam,2Story,TA,TA,Y,132000,132000,0
735,L-000735,2007-04-24,2007-05-24,0,41.1,5,5,948,948,8978,39,39,1.0,1,0,0.9,2.93,3.83,0.0,6.57,4,Sawyer,1Fam,1Story,TA,TA,Y,108000,108000,0
113,L-000113,2007-04-25,2007-10-07,0,29.4,7,5,2696,1264,9965,0,0,3.5,3,1,3.77,1.9,2.6,0.0,6.57,4,CollgCr,1Fam,2Story,Gd,Ex,Y,383970,383970,0
122,L-000122,2007-04-25,2007-06-12,1,43.5,4,5,1123,732,6060,68,57,1.0,1,0,1.36,4.9,1.17,17900.0,6.57,4,IDOTRR,1Fam,1.5Fin,TA,TA,Y,100000,100000,0
